CMDLINE 'c:\users\pryerc\my repo\study\particle_simulator\venv\scripts\python.exe' simulator.py
MEM 0.433594 1537377500.6394
MEM 8.335938 1537377500.7142
MEM 12.757812 1537377500.8558
MEM 17.019531 1537377500.9650
MEM 20.464844 1537377501.0742
MEM 25.375000 1537377501.1864
MEM 32.449219 1537377501.2956
MEM 37.921875 1537377501.4048
MEM 43.074219 1537377501.5140
MEM 43.183594 1537377501.6232
MEM 43.183594 1537377501.7344
MEM 43.183594 1537377501.8144
MEM 43.183594 1537377501.9256
MEM 43.183594 1537377502.0670
MEM 43.183594 1537377502.1761
MEM 43.183594 1537377502.2853
MEM 43.183594 1537377502.3945
MEM 43.183594 1537377502.5037
MEM 43.183594 1537377502.5749
MEM 43.183594 1537377502.7173
MEM 43.183594 1537377502.8149
MEM 43.183594 1537377502.9441
MEM 43.183594 1537377503.0533
MEM 43.183594 1537377503.1479
MEM 43.183594 1537377503.2727
MEM 43.183594 1537377503.3819
MEM 43.183594 1537377503.4911
MEM 43.183594 1537377503.6023
MEM 43.183594 1537377503.7115
MEM 43.183594 1537377503.8207
MEM 43.183594 1537377503.9319
MEM 43.183594 1537377504.0411
MEM 43.183594 1537377504.1503
MEM 43.183594 1537377504.2615
MEM 43.183594 1537377504.3727
MEM 43.183594 1537377504.4819
MEM 43.183594 1537377504.5931
MEM 43.183594 1537377504.7179
MEM 43.183594 1537377504.8145
MEM 43.183594 1537377504.9257
MEM 43.183594 1537377505.0505
MEM 43.183594 1537377505.1597
MEM 43.183594 1537377505.2689
MEM 43.183594 1537377505.3781
MEM 43.183594 1537377505.4873
MEM 43.183594 1537377505.6015
MEM 43.183594 1537377505.7107
MEM 43.183594 1537377505.8199
MEM 43.183594 1537377505.9311
MEM 43.183594 1537377506.0403
MEM 43.183594 1537377506.1495
MEM 43.183594 1537377506.2587
MEM 43.183594 1537377506.3301
MEM 43.183594 1537377506.4699
MEM 43.183594 1537377506.5791
MEM 43.183594 1537377506.6883
MEM 43.183594 1537377506.7995
MEM 43.183594 1537377506.9087
MEM 43.183594 1537377507.0179
MEM 43.183594 1537377507.1271
MEM 43.183594 1537377507.2383
MEM 43.183594 1537377507.3475
MEM 43.183594 1537377507.4567
MEM 43.183594 1537377507.5573
MEM 43.183594 1537377507.6665
MEM 43.183594 1537377507.7757
MEM 43.183594 1537377507.8859
MEM 43.183594 1537377508.0107
MEM 43.183594 1537377508.1199
MEM 43.183594 1537377508.2291
MEM 43.183594 1537377508.3237
MEM 43.183594 1537377508.4499
MEM 43.183594 1537377508.5591
MEM 43.183594 1537377508.6683
MEM 43.183594 1537377508.7775
MEM 43.183594 1537377508.8867
MEM 43.183594 1537377508.9959
MEM 43.183594 1537377509.0671
MEM 43.183594 1537377509.1671
MEM 43.183594 1537377509.2859
MEM 43.183594 1537377509.4161
MEM 43.183594 1537377509.5253
MEM 43.183594 1537377509.6345
MEM 43.183594 1537377509.7437
MEM 43.183594 1537377509.8237
MEM 43.183594 1537377509.9509
MEM 43.183594 1537377510.0807
MEM 43.183594 1537377510.1831
MEM 43.183594 1537377510.2837
MEM 43.183594 1537377510.3929
MEM 43.183594 1537377510.5020
MEM 43.183594 1537377510.6112
MEM 43.183594 1537377510.7204
MEM 43.183594 1537377510.8316
MEM 43.183594 1537377510.9408
MEM 43.183594 1537377511.0118
MEM 43.183594 1537377511.1562
MEM 43.183594 1537377511.2654
MEM 43.183594 1537377511.3710
MEM 43.183594 1537377511.4656
MEM 43.183594 1537377511.5934
MEM 43.183594 1537377511.6920
MEM 43.183594 1537377511.7782
MEM 43.183594 1537377511.8782
MEM 43.183594 1537377511.9782
MEM 43.183594 1537377512.0782
MEM 43.183594 1537377512.1782
MEM 43.183594 1537377512.2782
MEM 43.183594 1537377512.3902
MEM 43.183594 1537377512.4902
MEM 43.183594 1537377512.6238
MEM 43.183594 1537377512.6954
MEM 43.183594 1537377512.7954
MEM 43.183594 1537377512.8954
MEM 43.183594 1537377512.9958
MEM 43.183594 1537377513.0958
MEM 43.183594 1537377513.1994
MEM 43.183594 1537377513.2994
MEM 43.183594 1537377513.3994
MEM 43.183594 1537377513.4994
MEM 43.183594 1537377513.6366
MEM 43.183594 1537377513.7458
MEM 43.183594 1537377513.8172
MEM 43.183594 1537377513.9172
MEM 43.183594 1537377514.0172
MEM 43.183594 1537377514.1574
MEM 43.183594 1537377514.2580
MEM 43.183594 1537377514.3400
MEM 43.183594 1537377514.4402
MEM 43.183594 1537377514.5558
MEM 43.183594 1537377514.6704
MEM 43.183594 1537377514.7606
MEM 43.183594 1537377514.8460
MEM 43.183594 1537377514.9716
